,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit,order_Date
4767,4768,15-12-2023,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10001809,3,18,342,32,15-12-2023
4768,4769,22-09-2022,Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10004733,4,1.5,28.5,-1.5,22-09-2022
4769,4770,18-02-2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10003355,3,0.2,9.8,-0.2,18-02-2023
4770,4771,07-12-2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10001212,3,0.4,9.6,-0.4,07-12-2023
4771,4772,03-11-2022,Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,TEC-PH-10000486,8,22.2,717.8,67.8,03-11-2022
4772,4773,14-07-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004909,1,0.3,9.7,-0.3,14-07-2023
4773,4774,16-01-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,OFF-LA-10001613,5,0.5,9.5,-0.5,16-01-2023
4774,4775,05-04-2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10004447,2,8.8,211.2,31.2,05-04-2022
4775,4776,20-02-2023,Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art,OFF-AR-10000255,4,1,19,-1,20-02-2023
4776,4777,03-05-2023,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,OFF-LA-10004425,3,0.2,9.8,-0.2,03-05-2023
4777,4778,18-10-2023,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,OFF-SU-10001664,3,0.9,29.1,9.1,18-10-2023
4778,4779,10-11-2023,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,OFF-AP-10000696,7,3,97,17,10-11-2023
4779,4780,11-05-2022,First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,FUR-CH-10002647,1,3,57,7,11-05-2022
4780,4781,25-02-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002758,4,20.4,659.6,79.6,25-02-2023
4781,4782,09-04-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10000201,3,0,0,0,09-04-2023
4782,4783,24-06-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,OFF-SU-10004115,7,2,38,-2,24-06-2023
4783,4784,01-09-2023,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,OFF-PA-10000806,5,8.4,271.6,31.6,01-09-2023
4784,4785,24-09-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10001473,5,0.3,9.7,-0.3,24-09-2023
4785,4786,05-12-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,FUR-BO-10003450,4,2.1,67.9,-2.1,05-12-2022
4786,4787,08-04-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10001545,3,0,0,0,08-04-2023
4787,4788,15-03-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories,TEC-AC-10004396,4,1.2,58.8,8.8,15-03-2023
4788,4789,26-01-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,FUR-FU-10002456,9,2,48,8,26-01-2022
4789,4790,12-09-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,FUR-FU-10001473,5,2,48,8,12-09-2023
4790,4791,04-07-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables,FUR-TA-10000849,5,18,342,12,04-07-2022
4791,4792,16-01-2022,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10001166,3,2.7,87.3,7.3,16-01-2022
4792,4793,03-11-2023,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10003256,3,1.5,28.5,8.5,03-11-2023
4793,4794,04-04-2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10002870,4,0.6,19.4,-0.6,04-04-2022
4794,4795,02-12-2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10001215,1,2,38,-2,02-12-2023
4795,4796,06-09-2022,Standard Class,Consumer,United States,Marietta,Georgia,30062,South,Office Supplies,Binders,OFF-BI-10004187,3,0.2,9.8,-0.2,06-09-2022
4796,4797,30-04-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001718,3,1.2,58.8,8.8,30-04-2022
4797,4798,04-04-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10004983,6,0.9,29.1,9.1,04-04-2023
4798,4799,11-04-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10002396,3,1.2,28.8,-1.2,11-04-2022
4799,4800,10-11-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10003988,5,1.2,38.8,-1.2,10-11-2023
4800,4801,17-02-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10002467,2,0,0,0,17-02-2022
4801,4802,11-07-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10004002,2,0.3,9.7,-0.3,11-07-2022
4802,4803,21-10-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10002309,8,0.3,9.7,-0.3,21-10-2023
4803,4804,25-11-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10003885,1,1.6,38.4,-1.6,25-11-2023
4804,4805,21-12-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10002501,9,2.7,87.3,17.3,21-12-2023
4805,4806,26-03-2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000176,2,1.6,38.4,-1.6,26-03-2022
4806,4807,25-02-2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000327,10,1.6,38.4,8.4,25-02-2022
4807,4808,05-09-2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,OFF-ST-10004634,3,1.5,28.5,-1.5,05-09-2023
4808,4809,29-10-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003040,3,2.4,57.6,7.6,29-10-2023
4809,4810,17-09-2023,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,OFF-PA-10003228,4,8,192,12,17-09-2023
4810,4811,09-06-2022,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones,TEC-PH-10004345,2,4.8,235.2,35.2,09-06-2022
4811,4812,25-04-2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10000785,3,11.4,368.6,8.6,25-04-2022
4812,4813,27-06-2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,TEC-CO-10004115,4,24,1176,96,27-06-2022
4813,4814,04-05-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10002813,3,2.5,47.5,-2.5,04-05-2023
4814,4815,01-03-2023,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10002751,3,0.6,19.4,-0.6,01-03-2023
4815,4816,30-01-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10004569,3,0.4,19.6,-0.4,30-01-2022
4816,4817,02-10-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002998,2,0.9,29.1,9.1,02-10-2022
4817,4818,06-05-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10003287,2,1.6,78.4,8.4,06-05-2023
4818,4819,23-08-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10001370,4,11.5,218.5,18.5,23-08-2023
4819,4820,29-12-2023,Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,OFF-BI-10004040,2,0.3,9.7,-0.3,29-12-2023
4820,4821,09-03-2023,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,OFF-AP-10002651,8,13.8,446.2,66.2,09-03-2023
4821,4822,06-06-2022,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,TEC-AC-10002402,6,11.4,368.6,28.6,06-06-2022
4822,4823,23-11-2023,Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,OFF-BI-10001658,6,1.2,38.8,8.8,23-11-2023
4823,4824,11-07-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,TEC-MA-10000752,7,1.5,28.5,-1.5,11-07-2022
4824,4825,16-08-2023,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003817,3,6.5,123.5,3.5,16-08-2023
4825,4826,05-01-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10001876,3,2.4,77.6,7.6,05-01-2022
4826,4827,02-05-2023,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10003460,4,0.2,9.8,-0.2,02-05-2023
4827,4828,06-02-2023,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,OFF-ST-10000464,2,2.1,67.9,-2.1,06-02-2023
4828,4829,26-08-2022,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,OFF-AR-10001919,3,0.2,9.8,-0.2,26-08-2022
4829,4830,11-07-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10002393,3,0.4,9.6,-0.4,11-07-2022
4830,4831,11-07-2023,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,OFF-AP-10001293,6,7.5,242.5,32.5,11-07-2023
4831,4832,02-04-2023,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,OFF-ST-10004258,3,1.6,38.4,-1.6,02-04-2023
4832,4833,27-05-2022,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,OFF-ST-10002214,2,0.4,19.6,-0.4,27-05-2022
4833,4834,02-10-2022,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,OFF-BI-10004970,3,0.5,9.5,-0.5,02-10-2022
4834,4835,19-07-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10002571,5,0.8,39.2,9.2,19-07-2022
4835,4836,01-05-2023,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10002581,2,1.8,58.2,8.2,01-05-2023
4836,4837,28-12-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001097,4,1,19,-1,28-12-2022
4837,4838,18-10-2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,OFF-BI-10003429,2,0,0,0,18-10-2022
4838,4839,10-04-2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,OFF-PA-10000682,6,0.6,29.4,-0.6,10-04-2022
4839,4840,30-08-2022,First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,TEC-PH-10001700,4,8,152,12,30-08-2022
4840,4841,15-04-2023,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10000629,2,0.6,29.4,-0.6,15-04-2023
4841,4842,27-02-2023,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,OFF-BI-10001267,3,0.2,9.8,-0.2,27-02-2023
4842,4843,23-09-2023,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10001418,5,12,228,28,23-09-2023
4843,4844,03-01-2023,First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,OFF-FA-10004968,4,0.5,9.5,-0.5,03-01-2023
4844,4845,08-05-2022,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10004140,2,0.4,9.6,-0.4,08-05-2022
4845,4846,09-03-2022,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10003460,3,0.5,9.5,-0.5,09-03-2022
4846,4847,22-01-2023,Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10002115,5,10.4,249.6,29.6,22-01-2023
4847,4848,18-10-2022,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10003478,11,2.1,67.9,-2.1,18-10-2022
4848,4849,30-11-2023,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000475,1,0.5,9.5,-0.5,30-11-2023
4849,4850,10-10-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,OFF-AR-10003045,2,0.3,9.7,-0.3,10-10-2023
4850,4851,01-01-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,FUR-CH-10000454,5,19.6,960.4,100.4,01-01-2023
4851,4852,03-01-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,OFF-AR-10000380,8,6,294,24,03-01-2023
4852,4853,03-09-2023,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage,OFF-ST-10000736,6,19.6,470.4,0.4,03-09-2023
4853,4854,14-06-2022,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,FUR-FU-10004270,3,0.4,9.6,-0.4,14-06-2022
4854,4855,08-07-2023,Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,OFF-ST-10000617,3,0.5,9.5,-0.5,08-07-2023
4855,4856,10-11-2022,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,FUR-FU-10001706,3,0.2,9.8,-0.2,10-11-2022
4856,4857,10-03-2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003364,3,2.8,67.2,7.2,10-03-2023
4857,4858,03-04-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10001861,4,2.4,77.6,17.6,03-04-2022
4858,4859,26-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10004845,9,18.4,441.6,51.6,26-05-2022
4859,4860,13-03-2022,Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,OFF-AR-10000823,7,0.4,9.6,-0.4,13-03-2022
4860,4861,09-02-2023,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,OFF-BI-10001359,2,89.5,1700.5,210.5,09-02-2023
4861,4862,15-07-2023,Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,TEC-PH-10001835,6,15.2,744.8,74.8,15-07-2023
4862,4863,20-09-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001191,1,1,19,-1,20-09-2023
4863,4864,28-12-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003982,3,1.5,48.5,8.5,28-12-2023
4864,4865,04-09-2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001425,3,4.8,235.2,45.2,04-09-2022
4865,4866,28-09-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10001215,6,96,2304,44,28-09-2022
4866,4867,07-07-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001718,11,16.8,543.2,43.2,07-07-2022
4867,4868,12-11-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10000991,3,17,323,13,12-11-2022
4868,4869,23-12-2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10001613,3,0.4,9.6,-0.4,23-12-2023
4869,4870,27-09-2022,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,TEC-PH-10003437,2,4.5,85.5,5.5,27-09-2022
4870,4871,09-06-2023,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper,OFF-PA-10000675,7,11.5,218.5,-1.5,09-06-2023
4871,4872,17-01-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10000840,2,0,0,0,17-01-2023
4872,4873,06-12-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10001947,5,1,19,-1,06-12-2022
4873,4874,06-06-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10002301,3,2,48,-2,06-06-2022
4874,4875,19-02-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10001922,1,0,0,0,19-02-2022
4875,4876,05-02-2022,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10001267,5,3.6,116.4,6.4,05-02-2022
4876,4877,10-12-2022,Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,OFF-ST-10000532,2,1.2,58.8,-1.2,10-12-2022
4877,4878,23-06-2023,Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,OFF-AR-10002335,3,0.5,9.5,-0.5,23-06-2023
4878,4879,23-09-2022,First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,OFF-BI-10000201,3,0,0,0,23-09-2022
4879,4880,20-04-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10004846,2,0.2,9.8,-0.2,20-04-2022
4880,4881,24-06-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10000454,4,49,931,81,24-06-2022
4881,4882,28-10-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,TEC-AC-10004145,9,112.5,2137.5,267.5,28-10-2022
4882,4883,16-08-2022,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10001580,4,1.2,58.8,8.8,16-08-2022
4883,4884,25-09-2022,Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,OFF-BI-10003876,5,6.8,163.2,23.2,25-09-2022
4884,4885,02-08-2022,Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,OFF-AR-10001972,2,0,0,0,02-08-2022
4885,4886,26-03-2023,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000595,5,5.5,104.5,4.5,26-03-2023
4886,4887,23-02-2022,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,FUR-CH-10004477,3,7.2,172.8,12.8,23-02-2022
4887,4888,13-03-2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,TEC-AC-10003441,6,4,96,6,13-03-2023
4888,4889,31-01-2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,OFF-ST-10004459,3,45.2,1084.8,94.8,31-01-2023
4889,4890,17-03-2023,Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,OFF-ST-10003805,6,25.2,1234.8,164.8,17-03-2023
4890,4891,11-05-2022,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001246,3,0.5,9.5,-0.5,11-05-2022
4891,4892,15-03-2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10001295,2,1.6,38.4,-1.6,15-03-2023
4892,4893,11-03-2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001231,2,0,0,0,11-03-2023
4893,4894,05-03-2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10002743,2,4.6,225.4,15.4,05-03-2023
4894,4895,06-11-2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10004327,1,2.5,47.5,-2.5,06-11-2023
4895,4896,14-12-2022,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes,OFF-EN-10004773,2,1.8,58.2,8.2,14-12-2022
4896,4897,31-05-2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003470,4,44.8,1075.2,145.2,31-05-2023
4897,4898,04-03-2023,First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10003761,2,3.6,176.4,26.4,04-03-2023
4898,4899,27-07-2023,First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,OFF-PA-10002230,2,0.4,9.6,-0.4,27-07-2023
4899,4900,01-11-2022,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Binders,OFF-BI-10000088,8,1.5,28.5,8.5,01-11-2022
4900,4901,27-07-2023,Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,OFF-ST-10001526,4,9.6,470.4,60.4,27-07-2023
4901,4902,22-09-2022,Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies,OFF-SU-10002557,1,0.3,9.7,-0.3,22-09-2022
4902,4903,15-02-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003669,6,0.6,29.4,9.4,15-02-2023
4903,4904,02-10-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10003510,3,2.7,87.3,7.3,02-10-2023
4904,4905,29-05-2023,Second Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10003746,3,20.1,649.9,79.9,29-05-2023
4905,4906,07-12-2023,Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,OFF-BI-10003476,4,0.8,19.2,-0.8,07-12-2023
4906,4907,11-08-2023,Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,OFF-ST-10001469,5,5.4,264.6,24.6,11-08-2023
4907,4908,22-01-2023,Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,OFF-BI-10001757,8,0.4,9.6,-0.4,22-01-2023
4908,4909,04-01-2023,Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,TEC-PH-10004875,2,0.3,9.7,-0.3,04-01-2023
4909,4910,22-09-2023,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,OFF-EN-10001219,3,0.6,19.4,-0.6,22-09-2023
4910,4911,18-10-2023,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,OFF-PA-10000019,7,1.2,38.8,-1.2,18-10-2023
4911,4912,09-02-2023,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,TEC-PH-10001924,2,4.4,105.6,15.6,09-02-2023
4912,4913,25-07-2023,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,OFF-BI-10002003,5,0.5,9.5,-0.5,25-07-2023
4913,4914,27-05-2022,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,OFF-BI-10003727,2,0,0,0,27-05-2022
4914,4915,15-09-2023,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10004042,2,1.6,38.4,-1.6,15-09-2023
4915,4916,25-09-2023,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001097,3,0.4,9.6,-0.4,25-09-2023
4916,4917,25-09-2022,Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art,OFF-AR-10004344,7,2.1,67.9,7.9,25-09-2022
4917,4918,20-04-2023,Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs,FUR-CH-10001802,3,12.5,237.5,17.5,20-04-2023
4918,4919,23-08-2022,Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases,FUR-BO-10004709,3,6.8,163.2,3.2,23-08-2022
4919,4920,18-09-2022,Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones,TEC-PH-10000455,2,6.9,223.1,33.1,18-09-2022
4920,4921,29-12-2023,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10002393,2,0,0,0,29-12-2023
4921,4922,21-12-2022,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,OFF-PA-10004381,2,3,97,-3,21-12-2022
4922,4923,07-01-2022,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,OFF-FA-10003059,2,0,0,0,07-01-2022
4923,4924,10-06-2023,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,OFF-PA-10000994,6,18.9,611.1,71.1,10-06-2023
4924,4925,14-10-2022,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,TEC-PH-10002890,2,1.8,88.2,18.2,14-10-2022
4925,4926,24-08-2023,First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,OFF-AR-10003338,2,0.5,9.5,-0.5,24-08-2023
4926,4927,09-01-2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,FUR-TA-10003008,1,4.5,85.5,15.5,09-01-2022
4927,4928,21-02-2022,Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,OFF-PA-10001972,3,1,19,-1,21-02-2022
4928,4929,16-03-2023,Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,FUR-CH-10000155,3,45,855,45,16-03-2023
4929,4930,09-02-2022,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000658,5,1.8,58.2,8.2,09-02-2022
4930,4931,08-03-2022,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000349,3,0.4,9.6,-0.4,08-03-2022
4931,4932,23-11-2023,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001446,2,0.8,19.2,-0.8,23-11-2023
4932,4933,09-09-2022,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,OFF-EN-10004483,1,0.4,9.6,-0.4,09-09-2022
